Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"Common myeloid progenitor, CD34-positive, male adult (49 years)","Common myeloid progenitor, CD34-positive, male adult (49 years)",DNase,Bone marrow,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF857XDF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF857XDF.bigBed,ENCSR281HBB,ENCFF857XDF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR281HBB-ENCFF857XDF.tsv,https://www.encodeproject.org/files/ENCFF857XDF/@@download/ENCFF857XDF.bigWig,,,,,,,,,,,,,,,,,,no
"Common myeloid progenitor, CD34-positive, male adult","Common myeloid progenitor, CD34-positive, male adult","DNase,H3K4me3",Bone marrow,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF411LUQ_ENCFF057OQQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF411LUQ_ENCFF057OQQ.bigBed,ENCSR271QSV,ENCFF411LUQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR271QSV-ENCFF411LUQ.tsv,https://www.encodeproject.org/files/ENCFF411LUQ/@@download/ENCFF411LUQ.bigWig,,,,,ENCSR163ALM,ENCFF057OQQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR163ALM-ENCFF057OQQ.tsv,https://www.encodeproject.org/files/ENCFF057OQQ/@@download/ENCFF057OQQ.bigWig,,,,,,,,,,no
"Common myeloid progenitor, CD34-positive, male","Common myeloid progenitor, CD34-positive, male",DNase,Bone marrow,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF026IDC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF026IDC.bigBed,ENCSR564TUY,ENCFF026IDC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR564TUY-ENCFF026IDC.tsv,https://www.encodeproject.org/files/ENCFF026IDC/@@download/ENCFF026IDC.bigWig,,,,,,,,,,,,,,,,,,no
HAP-1,HAP-1,"DNase,H3K4me3,H3K27ac",Bone marrow,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF131QKT_ENCFF487XII_ENCFF730PAV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF131QKT_ENCFF487XII_ENCFF730PAV.bigBed,ENCSR895KTN,ENCFF131QKT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR895KTN-ENCFF131QKT.tsv,https://www.encodeproject.org/files/ENCFF131QKT/@@download/ENCFF131QKT.bigWig,,,,,ENCSR882CQE,ENCFF487XII,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR882CQE-ENCFF487XII.tsv,https://www.encodeproject.org/files/ENCFF487XII/@@download/ENCFF487XII.bigWig,ENCSR131DVD,ENCFF730PAV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR131DVD-ENCFF730PAV.tsv,https://www.encodeproject.org/files/ENCFF730PAV/@@download/ENCFF730PAV.bigWig,,,,,https://downloads.wenglab.org/ChIP_ENCSR882CQE-ENCSR131DVD-ENCSR450JTP-ENCSR121CWP-ENCSR891YFI-ENCSR460TQV.bigBed,no
HS-27A,HS-27A,DNase,Bone marrow,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF734KTZ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF734KTZ.bigBed,ENCSR000EMF,ENCFF734KTZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EMF-ENCFF734KTZ.tsv,https://www.encodeproject.org/files/ENCFF734KTZ/@@download/ENCFF734KTZ.bigWig,,,,,,,,,,,,,,,,,,no
HS-5,HS-5,DNase,Bone marrow,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF740KQG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF740KQG.bigBed,ENCSR000EMG,ENCFF740KQG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EMG-ENCFF740KQG.tsv,https://www.encodeproject.org/files/ENCFF740KQG/@@download/ENCFF740KQG.bigWig,,,,,,,,,,,,,,,,,,no
Immature natural killer cell,Immature natural killer cell,"DNase,H3K4me3,H3K27ac",Bone marrow,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF022MAM_ENCFF222VSV_ENCFF377NQI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF022MAM_ENCFF222VSV_ENCFF377NQI.bigBed,ENCSR012RCX,ENCFF022MAM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR012RCX-ENCFF022MAM.tsv,https://www.encodeproject.org/files/ENCFF022MAM/@@download/ENCFF022MAM.bigWig,,,,,ENCSR394JFQ,ENCFF222VSV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR394JFQ-ENCFF222VSV.tsv,https://www.encodeproject.org/files/ENCFF222VSV/@@download/ENCFF222VSV.bigWig,ENCSR977FMZ,ENCFF377NQI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR977FMZ-ENCFF377NQI.tsv,https://www.encodeproject.org/files/ENCFF377NQI/@@download/ENCFF377NQI.bigWig,,,,,,no
Immature natural killer cell,Immature natural killer cell,"DNase,H3K4me3,H3K27ac",Bone marrow,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF470KIN_ENCFF698IBI_ENCFF028QQB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF470KIN_ENCFF698IBI_ENCFF028QQB.bigBed,ENCSR654LST,ENCFF470KIN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR654LST-ENCFF470KIN.tsv,https://www.encodeproject.org/files/ENCFF470KIN/@@download/ENCFF470KIN.bigWig,,,,,ENCSR578KKD,ENCFF698IBI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR578KKD-ENCFF698IBI.tsv,https://www.encodeproject.org/files/ENCFF698IBI/@@download/ENCFF698IBI.bigWig,ENCSR442OSV,ENCFF028QQB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR442OSV-ENCFF028QQB.tsv,https://www.encodeproject.org/files/ENCFF028QQB/@@download/ENCFF028QQB.bigWig,,,,,,no
Immature natural killer cell,Immature natural killer cell,"DNase,H3K4me3,H3K27ac",Bone marrow,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF932AQG_ENCFF934KNB_ENCFF463VKU.bed,https://downloads.wenglab.org/Registry-V4/ENCFF932AQG_ENCFF934KNB_ENCFF463VKU.bigBed,ENCSR696ZDW,ENCFF932AQG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR696ZDW-ENCFF932AQG.tsv,https://www.encodeproject.org/files/ENCFF932AQG/@@download/ENCFF932AQG.bigWig,,,,,ENCSR369WMO,ENCFF934KNB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR369WMO-ENCFF934KNB.tsv,https://www.encodeproject.org/files/ENCFF934KNB/@@download/ENCFF934KNB.bigWig,ENCSR747ZXN,ENCFF463VKU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR747ZXN-ENCFF463VKU.tsv,https://www.encodeproject.org/files/ENCFF463VKU/@@download/ENCFF463VKU.bigWig,,,,,,no
KBM-7,KBM-7,DNase,Bone marrow,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF331PBR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF331PBR.bigBed,ENCSR426IEA,ENCFF331PBR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR426IEA-ENCFF331PBR.tsv,https://www.encodeproject.org/files/ENCFF331PBR/@@download/ENCFF331PBR.bigWig,,,,,,,,,,,,,,,,,,no
L1-S8,L1-S8,DNase,Bone marrow,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF448WTR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF448WTR.bigBed,ENCSR314EZY,ENCFF448WTR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR314EZY-ENCFF448WTR.tsv,https://www.encodeproject.org/files/ENCFF448WTR/@@download/ENCFF448WTR.bigWig,,,,,,,,,,,,,,,,,,no
L1-S8R,L1-S8R,DNase,Bone marrow,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF505IPS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF505IPS.bigBed,ENCSR746ZPP,ENCFF505IPS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR746ZPP-ENCFF505IPS.tsv,https://www.encodeproject.org/files/ENCFF505IPS/@@download/ENCFF505IPS.bigWig,,,,,,,,,,,,,,,,,,no
NB4,NB4,"DNase,H3K4me3,CTCF",Bone marrow,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF238IRI_ENCFF228XER_ENCFF740SMV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF238IRI_ENCFF228XER_ENCFF740SMV.bigBed,ENCSR000EPL,ENCFF238IRI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EPL-ENCFF238IRI.tsv,https://www.encodeproject.org/files/ENCFF238IRI/@@download/ENCFF238IRI.bigWig,,,,,ENCSR000DWP,ENCFF228XER,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DWP-ENCFF228XER.tsv,https://www.encodeproject.org/files/ENCFF228XER/@@download/ENCFF228XER.bigWig,,,,,ENCSR000DWN,ENCFF740SMV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DWN-ENCFF740SMV.tsv,https://www.encodeproject.org/files/ENCFF740SMV/@@download/ENCFF740SMV.bigWig,,no
"Stromal cell of bone marrow, male","Stromal cell of bone marrow, male",DNase,Bone marrow,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF106CGJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF106CGJ.bigBed,ENCSR000EMH,ENCFF106CGJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EMH-ENCFF106CGJ.tsv,https://www.encodeproject.org/files/ENCFF106CGJ/@@download/ENCFF106CGJ.bigWig,,,,,,,,,,,,,,,,,,no
"Common myeloid progenitor, CD34-positive","Common myeloid progenitor, CD34-positive",H3K4me3,Bone marrow,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF335ADL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF335ADL.bigBed,,,,,,,,,ENCSR672HWL,ENCFF335ADL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR672HWL-ENCFF335ADL.tsv,https://www.encodeproject.org/files/ENCFF335ADL/@@download/ENCFF335ADL.bigWig,,,,,,,,,,no
"Common myeloid progenitor, CD34-positive","Common myeloid progenitor, CD34-positive",H3K4me3,Bone marrow,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF581ADV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF581ADV.bigBed,,,,,,,,,ENCSR045QJH,ENCFF581ADV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR045QJH-ENCFF581ADV.tsv,https://www.encodeproject.org/files/ENCFF581ADV/@@download/ENCFF581ADV.bigWig,,,,,,,,,,no
Immature natural killer cell,Immature natural killer cell,H3K27ac,Bone marrow,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF101AWQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF101AWQ.bigBed,,,,,,,,,,,,,ENCSR187MVB,ENCFF101AWQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR187MVB-ENCFF101AWQ.tsv,https://www.encodeproject.org/files/ENCFF101AWQ/@@download/ENCFF101AWQ.bigWig,,,,,,no
OCI-LY1,OCI-LY1,"H3K4me3,H3K27ac,CTCF",Bone marrow,Cell line,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF422ACL_ENCFF895AAJ_ENCFF231ZBE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF422ACL_ENCFF895AAJ_ENCFF231ZBE.bigBed,,,,,,,,,ENCSR422JNY,ENCFF422ACL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR422JNY-ENCFF422ACL.tsv,https://www.encodeproject.org/files/ENCFF422ACL/@@download/ENCFF422ACL.bigWig,ENCSR597UDW,ENCFF895AAJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR597UDW-ENCFF895AAJ.tsv,https://www.encodeproject.org/files/ENCFF895AAJ/@@download/ENCFF895AAJ.bigWig,ENCSR072EUE,ENCFF231ZBE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR072EUE-ENCFF231ZBE.tsv,https://www.encodeproject.org/files/ENCFF231ZBE/@@download/ENCFF231ZBE.bigWig,https://downloads.wenglab.org/ChIP_ENCSR422JNY-ENCSR597UDW-ENCSR184QUS-ENCSR449AYM-ENCSR859JNA-ENCSR189AGR.bigBed,no
OCI-LY3,OCI-LY3,"H3K4me3,H3K27ac,CTCF",Bone marrow,Cell line,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF024WWN_ENCFF668LGR_ENCFF786GSZ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF024WWN_ENCFF668LGR_ENCFF786GSZ.bigBed,,,,,,,,,ENCSR548PZS,ENCFF024WWN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR548PZS-ENCFF024WWN.tsv,https://www.encodeproject.org/files/ENCFF024WWN/@@download/ENCFF024WWN.bigWig,ENCSR857GMX,ENCFF668LGR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR857GMX-ENCFF668LGR.tsv,https://www.encodeproject.org/files/ENCFF668LGR/@@download/ENCFF668LGR.bigWig,ENCSR756ZKG,ENCFF786GSZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR756ZKG-ENCFF786GSZ.tsv,https://www.encodeproject.org/files/ENCFF786GSZ/@@download/ENCFF786GSZ.bigWig,https://downloads.wenglab.org/ChIP_ENCSR548PZS-ENCSR857GMX-ENCSR581LZU-ENCSR638FRE-ENCSR867TPP-ENCSR604JFH.bigBed,no
"Immature natural killer cell, with multiple sclerosis","Immature natural killer cell, with multiple sclerosis","H3K4me3,H3K27ac",Bone marrow,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF934TRW_ENCFF689NDO.bed,https://downloads.wenglab.org/Registry-V4/ENCFF934TRW_ENCFF689NDO.bigBed,,,,,,,,,ENCSR703TWY,ENCFF934TRW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR703TWY-ENCFF934TRW.tsv,https://www.encodeproject.org/files/ENCFF934TRW/@@download/ENCFF934TRW.bigWig,ENCSR246TTM,ENCFF689NDO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR246TTM-ENCFF689NDO.tsv,https://www.encodeproject.org/files/ENCFF689NDO/@@download/ENCFF689NDO.bigWig,,,,,,no
"Immature natural killer cell, with multiple sclerosis","Immature natural killer cell, with multiple sclerosis","H3K4me3,H3K27ac",Bone marrow,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF254QZL_ENCFF862SBF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF254QZL_ENCFF862SBF.bigBed,,,,,,,,,ENCSR234BAD,ENCFF254QZL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR234BAD-ENCFF254QZL.tsv,https://www.encodeproject.org/files/ENCFF254QZL/@@download/ENCFF254QZL.bigWig,ENCSR746AIX,ENCFF862SBF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR746AIX-ENCFF862SBF.tsv,https://www.encodeproject.org/files/ENCFF862SBF/@@download/ENCFF862SBF.bigWig,,,,,,no
"Immature natural killer cell, with multiple sclerosis","Immature natural killer cell, with multiple sclerosis","H3K4me3,H3K27ac",Bone marrow,Primary cell,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF987GHG_ENCFF185BYZ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF987GHG_ENCFF185BYZ.bigBed,,,,,,,,,ENCSR755ZGS,ENCFF987GHG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR755ZGS-ENCFF987GHG.tsv,https://www.encodeproject.org/files/ENCFF987GHG/@@download/ENCFF987GHG.bigWig,ENCSR469CFL,ENCFF185BYZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR469CFL-ENCFF185BYZ.tsv,https://www.encodeproject.org/files/ENCFF185BYZ/@@download/ENCFF185BYZ.bigWig,,,,,,no
Brain,,,,,,,"https://downloads.wenglab.org/brain.noccl.cCREs.bed,https://downloads.wenglab.org/brain.all.cCREs.bed",,,,,,,,,,,,,,,,,,,,,,,no
Astrocyte (in vitro differentiated cells),Astrocyte (in vitro differentiated cells),"DNase,H3K4me3,H3K27ac,CTCF",Brain,In vitro differentiated cells,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF926MIK_ENCFF153BJG_ENCFF751GCN_ENCFF569HGW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF926MIK_ENCFF153BJG_ENCFF751GCN_ENCFF569HGW.bigBed,ENCSR146KFX,ENCFF926MIK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR146KFX-ENCFF926MIK.tsv,https://www.encodeproject.org/files/ENCFF926MIK/@@download/ENCFF926MIK.bigWig,,,,,ENCSR020LAQ,ENCFF153BJG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR020LAQ-ENCFF153BJG.tsv,https://www.encodeproject.org/files/ENCFF153BJG/@@download/ENCFF153BJG.bigWig,ENCSR510CNG,ENCFF751GCN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR510CNG-ENCFF751GCN.tsv,https://www.encodeproject.org/files/ENCFF751GCN/@@download/ENCFF751GCN.bigWig,ENCSR461VHZ,ENCFF569HGW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR461VHZ-ENCFF569HGW.tsv,https://www.encodeproject.org/files/ENCFF569HGW/@@download/ENCFF569HGW.bigWig,,yes
Astrocyte,Astrocyte,"DNase,H3K4me3,H3K27ac,CTCF",Brain,Primary cell,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF963PFR_ENCFF577BWJ_ENCFF643ZMC_ENCFF714NPP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF963PFR_ENCFF577BWJ_ENCFF643ZMC_ENCFF714NPP.bigBed,ENCSR000EPM,ENCFF963PFR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EPM-ENCFF963PFR.tsv,https://www.encodeproject.org/files/ENCFF963PFR/@@download/ENCFF963PFR.bigWig,,,,,ENCSR000AOU,ENCFF577BWJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AOU-ENCFF577BWJ.tsv,https://www.encodeproject.org/files/ENCFF577BWJ/@@download/ENCFF577BWJ.bigWig,ENCSR000AOQ,ENCFF643ZMC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AOQ-ENCFF643ZMC.tsv,https://www.encodeproject.org/files/ENCFF643ZMC/@@download/ENCFF643ZMC.bigWig,ENCSR000AOO,ENCFF714NPP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AOO-ENCFF714NPP.tsv,https://www.encodeproject.org/files/ENCFF714NPP/@@download/ENCFF714NPP.bigWig,https://downloads.wenglab.org/ChIP_ENCSR000AOU-ENCSR000AOQ-ENCSR000AOT-ENCSR000AOS-ENCSR000AOR-ENCSR000AQR.bigBed,yes
Bipolar neuron (in vitro differentiated cells),Bipolar neuron (in vitro differentiated cells),"DNase,H3K4me3,H3K27ac,CTCF",Brain,In vitro differentiated cells,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF386FNE_ENCFF768NPJ_ENCFF435NQW_ENCFF541XGP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF386FNE_ENCFF768NPJ_ENCFF435NQW_ENCFF541XGP.bigBed,ENCSR626RVD,ENCFF386FNE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR626RVD-ENCFF386FNE.tsv,https://www.encodeproject.org/files/ENCFF386FNE/@@download/ENCFF386FNE.bigWig,,,,,ENCSR849YFO,ENCFF768NPJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR849YFO-ENCFF768NPJ.tsv,https://www.encodeproject.org/files/ENCFF768NPJ/@@download/ENCFF768NPJ.bigWig,ENCSR905TYC,ENCFF435NQW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR905TYC-ENCFF435NQW.tsv,https://www.encodeproject.org/files/ENCFF435NQW/@@download/ENCFF435NQW.bigWig,ENCSR619IUE,ENCFF541XGP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR619IUE-ENCFF541XGP.tsv,https://www.encodeproject.org/files/ENCFF541XGP/@@download/ENCFF541XGP.bigWig,,yes
Glutamatergic neuron (in vitro differentiated cells),Glutamatergic neuron (in vitro differentiated cells),"DNase,H3K4me3,H3K27ac,CTCF",Brain,In vitro differentiated cells,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF269VAY_ENCFF346LEZ_ENCFF118OBT_ENCFF536VOI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF269VAY_ENCFF346LEZ_ENCFF118OBT_ENCFF536VOI.bigBed,ENCSR109RIQ,ENCFF269VAY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR109RIQ-ENCFF269VAY.tsv,https://www.encodeproject.org/files/ENCFF269VAY/@@download/ENCFF269VAY.bigWig,,,,,ENCSR864EXK,ENCFF346LEZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR864EXK-ENCFF346LEZ.tsv,https://www.encodeproject.org/files/ENCFF346LEZ/@@download/ENCFF346LEZ.bigWig,ENCSR818PER,ENCFF118OBT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR818PER-ENCFF118OBT.tsv,https://www.encodeproject.org/files/ENCFF118OBT/@@download/ENCFF118OBT.bigWig,ENCSR489QDF,ENCFF536VOI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR489QDF-ENCFF536VOI.tsv,https://www.encodeproject.org/files/ENCFF536VOI/@@download/ENCFF536VOI.bigWig,,no
"Dorsolateral prefrontal cortex, female adult (78 years)","Dorsolateral prefrontal cortex, female adult (78 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF604AYM_ENCFF298AQY_ENCFF014NIB_ENCFF203LSD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF604AYM_ENCFF298AQY_ENCFF014NIB_ENCFF203LSD.bigBed,ENCSR518WRP,ENCFF604AYM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR518WRP-ENCFF604AYM.tsv,https://www.encodeproject.org/files/ENCFF604AYM/@@download/ENCFF604AYM.bigWig,,,,,ENCSR022FAQ,ENCFF298AQY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR022FAQ-ENCFF298AQY.tsv,https://www.encodeproject.org/files/ENCFF298AQY/@@download/ENCFF298AQY.bigWig,ENCSR461GYN,ENCFF014NIB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR461GYN-ENCFF014NIB.tsv,https://www.encodeproject.org/files/ENCFF014NIB/@@download/ENCFF014NIB.bigWig,ENCSR445NJB,ENCFF203LSD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR445NJB-ENCFF203LSD.tsv,https://www.encodeproject.org/files/ENCFF203LSD/@@download/ENCFF203LSD.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (79 years)","Dorsolateral prefrontal cortex, female adult (79 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF179VUT_ENCFF711EZK_ENCFF909JLH_ENCFF924IJQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF179VUT_ENCFF711EZK_ENCFF909JLH_ENCFF924IJQ.bigBed,ENCSR173YSO,ENCFF179VUT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR173YSO-ENCFF179VUT.tsv,https://www.encodeproject.org/files/ENCFF179VUT/@@download/ENCFF179VUT.bigWig,,,,,ENCSR128YOH,ENCFF711EZK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR128YOH-ENCFF711EZK.tsv,https://www.encodeproject.org/files/ENCFF711EZK/@@download/ENCFF711EZK.bigWig,ENCSR278JAH,ENCFF909JLH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR278JAH-ENCFF909JLH.tsv,https://www.encodeproject.org/files/ENCFF909JLH/@@download/ENCFF909JLH.bigWig,ENCSR351SWL,ENCFF924IJQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR351SWL-ENCFF924IJQ.tsv,https://www.encodeproject.org/files/ENCFF924IJQ/@@download/ENCFF924IJQ.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (82 years)","Dorsolateral prefrontal cortex, female adult (82 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF427FGG_ENCFF616FVZ_ENCFF962GLK_ENCFF417AGZ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF427FGG_ENCFF616FVZ_ENCFF962GLK_ENCFF417AGZ.bigBed,ENCSR800MBE,ENCFF427FGG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR800MBE-ENCFF427FGG.tsv,https://www.encodeproject.org/files/ENCFF427FGG/@@download/ENCFF427FGG.bigWig,,,,,ENCSR406AJH,ENCFF616FVZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR406AJH-ENCFF616FVZ.tsv,https://www.encodeproject.org/files/ENCFF616FVZ/@@download/ENCFF616FVZ.bigWig,ENCSR987FAM,ENCFF962GLK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR987FAM-ENCFF962GLK.tsv,https://www.encodeproject.org/files/ENCFF962GLK/@@download/ENCFF962GLK.bigWig,ENCSR251BHU,ENCFF417AGZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR251BHU-ENCFF417AGZ.tsv,https://www.encodeproject.org/files/ENCFF417AGZ/@@download/ENCFF417AGZ.bigWig,,yes
