Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"Dorsolateral prefrontal cortex, female adult (83 years)","Dorsolateral prefrontal cortex, female adult (83 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF813UXN_ENCFF261GPQ_ENCFF398ITJ_ENCFF992YXC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF813UXN_ENCFF261GPQ_ENCFF398ITJ_ENCFF992YXC.bigBed,ENCSR661AMM,ENCFF813UXN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR661AMM-ENCFF813UXN.tsv,https://www.encodeproject.org/files/ENCFF813UXN/@@download/ENCFF813UXN.bigWig,,,,,ENCSR585UDE,ENCFF261GPQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR585UDE-ENCFF261GPQ.tsv,https://www.encodeproject.org/files/ENCFF261GPQ/@@download/ENCFF261GPQ.bigWig,ENCSR438KQU,ENCFF398ITJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR438KQU-ENCFF398ITJ.tsv,https://www.encodeproject.org/files/ENCFF398ITJ/@@download/ENCFF398ITJ.bigWig,ENCSR689LFJ,ENCFF992YXC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR689LFJ-ENCFF992YXC.tsv,https://www.encodeproject.org/files/ENCFF992YXC/@@download/ENCFF992YXC.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (84 years)","Dorsolateral prefrontal cortex, female adult (84 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF018BZK_ENCFF062WLH_ENCFF156GJU_ENCFF741DPN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF018BZK_ENCFF062WLH_ENCFF156GJU_ENCFF741DPN.bigBed,ENCSR800KVI,ENCFF018BZK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR800KVI-ENCFF018BZK.tsv,https://www.encodeproject.org/files/ENCFF018BZK/@@download/ENCFF018BZK.bigWig,,,,,ENCSR589CXZ,ENCFF062WLH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR589CXZ-ENCFF062WLH.tsv,https://www.encodeproject.org/files/ENCFF062WLH/@@download/ENCFF062WLH.bigWig,ENCSR011BHU,ENCFF156GJU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR011BHU-ENCFF156GJU.tsv,https://www.encodeproject.org/files/ENCFF156GJU/@@download/ENCFF156GJU.bigWig,ENCSR168KQC,ENCFF741DPN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR168KQC-ENCFF741DPN.tsv,https://www.encodeproject.org/files/ENCFF741DPN/@@download/ENCFF741DPN.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (87 years)","Dorsolateral prefrontal cortex, female adult (87 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF497CVA_ENCFF981HHV_ENCFF224JSW_ENCFF653MQB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF497CVA_ENCFF981HHV_ENCFF224JSW_ENCFF653MQB.bigBed,ENCSR490UQP,ENCFF497CVA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR490UQP-ENCFF497CVA.tsv,https://www.encodeproject.org/files/ENCFF497CVA/@@download/ENCFF497CVA.bigWig,,,,,ENCSR340FUG,ENCFF981HHV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR340FUG-ENCFF981HHV.tsv,https://www.encodeproject.org/files/ENCFF981HHV/@@download/ENCFF981HHV.bigWig,ENCSR597RXN,ENCFF224JSW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR597RXN-ENCFF224JSW.tsv,https://www.encodeproject.org/files/ENCFF224JSW/@@download/ENCFF224JSW.bigWig,ENCSR575WYM,ENCFF653MQB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR575WYM-ENCFF653MQB.tsv,https://www.encodeproject.org/files/ENCFF653MQB/@@download/ENCFF653MQB.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (87 years)","Dorsolateral prefrontal cortex, female adult (87 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF874WYJ_ENCFF562LUZ_ENCFF489BZS_ENCFF729DUW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF874WYJ_ENCFF562LUZ_ENCFF489BZS_ENCFF729DUW.bigBed,ENCSR571CJM,ENCFF874WYJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR571CJM-ENCFF874WYJ.tsv,https://www.encodeproject.org/files/ENCFF874WYJ/@@download/ENCFF874WYJ.bigWig,,,,,ENCSR662BVK,ENCFF562LUZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR662BVK-ENCFF562LUZ.tsv,https://www.encodeproject.org/files/ENCFF562LUZ/@@download/ENCFF562LUZ.bigWig,ENCSR004YQD,ENCFF489BZS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR004YQD-ENCFF489BZS.tsv,https://www.encodeproject.org/files/ENCFF489BZS/@@download/ENCFF489BZS.bigWig,ENCSR610UDC,ENCFF729DUW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR610UDC-ENCFF729DUW.tsv,https://www.encodeproject.org/files/ENCFF729DUW/@@download/ENCFF729DUW.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (88 years)","Dorsolateral prefrontal cortex, female adult (88 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF052CPA_ENCFF198NDW_ENCFF371ZKC_ENCFF294XWZ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF052CPA_ENCFF198NDW_ENCFF371ZKC_ENCFF294XWZ.bigBed,ENCSR351FWN,ENCFF052CPA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR351FWN-ENCFF052CPA.tsv,https://www.encodeproject.org/files/ENCFF052CPA/@@download/ENCFF052CPA.bigWig,,,,,ENCSR768YDB,ENCFF198NDW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR768YDB-ENCFF198NDW.tsv,https://www.encodeproject.org/files/ENCFF198NDW/@@download/ENCFF198NDW.bigWig,ENCSR344PHP,ENCFF371ZKC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR344PHP-ENCFF371ZKC.tsv,https://www.encodeproject.org/files/ENCFF371ZKC/@@download/ENCFF371ZKC.bigWig,ENCSR094PSL,ENCFF294XWZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR094PSL-ENCFF294XWZ.tsv,https://www.encodeproject.org/files/ENCFF294XWZ/@@download/ENCFF294XWZ.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (89 years)","Dorsolateral prefrontal cortex, female adult (89 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF286BFK_ENCFF617PMJ_ENCFF986LOD_ENCFF450HJC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF286BFK_ENCFF617PMJ_ENCFF986LOD_ENCFF450HJC.bigBed,ENCSR686LOE,ENCFF286BFK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR686LOE-ENCFF286BFK.tsv,https://www.encodeproject.org/files/ENCFF286BFK/@@download/ENCFF286BFK.bigWig,,,,,ENCSR622QCU,ENCFF617PMJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR622QCU-ENCFF617PMJ.tsv,https://www.encodeproject.org/files/ENCFF617PMJ/@@download/ENCFF617PMJ.bigWig,ENCSR220TRW,ENCFF986LOD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR220TRW-ENCFF986LOD.tsv,https://www.encodeproject.org/files/ENCFF986LOD/@@download/ENCFF986LOD.bigWig,ENCSR329KRE,ENCFF450HJC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR329KRE-ENCFF450HJC.tsv,https://www.encodeproject.org/files/ENCFF450HJC/@@download/ENCFF450HJC.bigWig,,no
"Dorsolateral prefrontal cortex, female adult (90 or above years)","Dorsolateral prefrontal cortex, female adult (90 or above years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF796XMI_ENCFF679AWS_ENCFF703DMY_ENCFF782LSR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF796XMI_ENCFF679AWS_ENCFF703DMY_ENCFF782LSR.bigBed,ENCSR670BGI,ENCFF796XMI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR670BGI-ENCFF796XMI.tsv,https://www.encodeproject.org/files/ENCFF796XMI/@@download/ENCFF796XMI.bigWig,,,,,ENCSR274HDQ,ENCFF679AWS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR274HDQ-ENCFF679AWS.tsv,https://www.encodeproject.org/files/ENCFF679AWS/@@download/ENCFF679AWS.bigWig,ENCSR860TEJ,ENCFF703DMY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR860TEJ-ENCFF703DMY.tsv,https://www.encodeproject.org/files/ENCFF703DMY/@@download/ENCFF703DMY.bigWig,ENCSR525VXD,ENCFF782LSR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR525VXD-ENCFF782LSR.tsv,https://www.encodeproject.org/files/ENCFF782LSR/@@download/ENCFF782LSR.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (90 or above years)","Dorsolateral prefrontal cortex, female adult (90 or above years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF753DPM_ENCFF353SJI_ENCFF649LLS_ENCFF554FTX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF753DPM_ENCFF353SJI_ENCFF649LLS_ENCFF554FTX.bigBed,ENCSR221ROM,ENCFF753DPM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR221ROM-ENCFF753DPM.tsv,https://www.encodeproject.org/files/ENCFF753DPM/@@download/ENCFF753DPM.bigWig,,,,,ENCSR314KSZ,ENCFF353SJI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR314KSZ-ENCFF353SJI.tsv,https://www.encodeproject.org/files/ENCFF353SJI/@@download/ENCFF353SJI.bigWig,ENCSR004HIE,ENCFF649LLS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR004HIE-ENCFF649LLS.tsv,https://www.encodeproject.org/files/ENCFF649LLS/@@download/ENCFF649LLS.bigWig,ENCSR332WTG,ENCFF554FTX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR332WTG-ENCFF554FTX.tsv,https://www.encodeproject.org/files/ENCFF554FTX/@@download/ENCFF554FTX.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (90 or above years)","Dorsolateral prefrontal cortex, female adult (90 or above years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF715WQG_ENCFF871ZNR_ENCFF694XDN_ENCFF161XMB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF715WQG_ENCFF871ZNR_ENCFF694XDN_ENCFF161XMB.bigBed,ENCSR209ECO,ENCFF715WQG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR209ECO-ENCFF715WQG.tsv,https://www.encodeproject.org/files/ENCFF715WQG/@@download/ENCFF715WQG.bigWig,,,,,ENCSR981TFL,ENCFF871ZNR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR981TFL-ENCFF871ZNR.tsv,https://www.encodeproject.org/files/ENCFF871ZNR/@@download/ENCFF871ZNR.bigWig,ENCSR138TQF,ENCFF694XDN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR138TQF-ENCFF694XDN.tsv,https://www.encodeproject.org/files/ENCFF694XDN/@@download/ENCFF694XDN.bigWig,ENCSR705DNM,ENCFF161XMB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR705DNM-ENCFF161XMB.tsv,https://www.encodeproject.org/files/ENCFF161XMB/@@download/ENCFF161XMB.bigWig,,yes
"Dorsolateral prefrontal cortex, female adult (90 or above years)","Dorsolateral prefrontal cortex, female adult (90 or above years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF258AWM_ENCFF834IHE_ENCFF519CLG_ENCFF488PRF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF258AWM_ENCFF834IHE_ENCFF519CLG_ENCFF488PRF.bigBed,ENCSR879XUH,ENCFF258AWM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR879XUH-ENCFF258AWM.tsv,https://www.encodeproject.org/files/ENCFF258AWM/@@download/ENCFF258AWM.bigWig,,,,,ENCSR580RIQ,ENCFF834IHE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR580RIQ-ENCFF834IHE.tsv,https://www.encodeproject.org/files/ENCFF834IHE/@@download/ENCFF834IHE.bigWig,ENCSR520KVD,ENCFF519CLG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR520KVD-ENCFF519CLG.tsv,https://www.encodeproject.org/files/ENCFF519CLG/@@download/ENCFF519CLG.bigWig,ENCSR779YTI,ENCFF488PRF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR779YTI-ENCFF488PRF.tsv,https://www.encodeproject.org/files/ENCFF488PRF/@@download/ENCFF488PRF.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (71 years)","Dorsolateral prefrontal cortex, male adult (71 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF980SJY_ENCFF752DGV_ENCFF242WZH_ENCFF816YAI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF980SJY_ENCFF752DGV_ENCFF242WZH_ENCFF816YAI.bigBed,ENCSR982XOK,ENCFF980SJY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR982XOK-ENCFF980SJY.tsv,https://www.encodeproject.org/files/ENCFF980SJY/@@download/ENCFF980SJY.bigWig,,,,,ENCSR335YEH,ENCFF752DGV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR335YEH-ENCFF752DGV.tsv,https://www.encodeproject.org/files/ENCFF752DGV/@@download/ENCFF752DGV.bigWig,ENCSR495HIT,ENCFF242WZH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR495HIT-ENCFF242WZH.tsv,https://www.encodeproject.org/files/ENCFF242WZH/@@download/ENCFF242WZH.bigWig,ENCSR372JWF,ENCFF816YAI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR372JWF-ENCFF816YAI.tsv,https://www.encodeproject.org/files/ENCFF816YAI/@@download/ENCFF816YAI.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (78 years)","Dorsolateral prefrontal cortex, male adult (78 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF284PMB_ENCFF713LKP_ENCFF973ZFT_ENCFF693AEK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF284PMB_ENCFF713LKP_ENCFF973ZFT_ENCFF693AEK.bigBed,ENCSR401UZL,ENCFF284PMB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR401UZL-ENCFF284PMB.tsv,https://www.encodeproject.org/files/ENCFF284PMB/@@download/ENCFF284PMB.bigWig,,,,,ENCSR774IHJ,ENCFF713LKP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR774IHJ-ENCFF713LKP.tsv,https://www.encodeproject.org/files/ENCFF713LKP/@@download/ENCFF713LKP.bigWig,ENCSR025KPY,ENCFF973ZFT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR025KPY-ENCFF973ZFT.tsv,https://www.encodeproject.org/files/ENCFF973ZFT/@@download/ENCFF973ZFT.bigWig,ENCSR813KUE,ENCFF693AEK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR813KUE-ENCFF693AEK.tsv,https://www.encodeproject.org/files/ENCFF693AEK/@@download/ENCFF693AEK.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (82 years)","Dorsolateral prefrontal cortex, male adult (82 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF571QPS_ENCFF546VCE_ENCFF272DJL_ENCFF423POG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF571QPS_ENCFF546VCE_ENCFF272DJL_ENCFF423POG.bigBed,ENCSR606QDB,ENCFF571QPS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR606QDB-ENCFF571QPS.tsv,https://www.encodeproject.org/files/ENCFF571QPS/@@download/ENCFF571QPS.bigWig,,,,,ENCSR257VEO,ENCFF546VCE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR257VEO-ENCFF546VCE.tsv,https://www.encodeproject.org/files/ENCFF546VCE/@@download/ENCFF546VCE.bigWig,ENCSR814KSK,ENCFF272DJL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR814KSK-ENCFF272DJL.tsv,https://www.encodeproject.org/files/ENCFF272DJL/@@download/ENCFF272DJL.bigWig,ENCSR832TWW,ENCFF423POG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR832TWW-ENCFF423POG.tsv,https://www.encodeproject.org/files/ENCFF423POG/@@download/ENCFF423POG.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (83 years)","Dorsolateral prefrontal cortex, male adult (83 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF036SMP_ENCFF352MMI_ENCFF942YRH_ENCFF394BNS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF036SMP_ENCFF352MMI_ENCFF942YRH_ENCFF394BNS.bigBed,ENCSR880CUB,ENCFF036SMP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR880CUB-ENCFF036SMP.tsv,https://www.encodeproject.org/files/ENCFF036SMP/@@download/ENCFF036SMP.bigWig,,,,,ENCSR877OGW,ENCFF352MMI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR877OGW-ENCFF352MMI.tsv,https://www.encodeproject.org/files/ENCFF352MMI/@@download/ENCFF352MMI.bigWig,ENCSR532SRK,ENCFF942YRH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR532SRK-ENCFF942YRH.tsv,https://www.encodeproject.org/files/ENCFF942YRH/@@download/ENCFF942YRH.bigWig,ENCSR378KET,ENCFF394BNS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR378KET-ENCFF394BNS.tsv,https://www.encodeproject.org/files/ENCFF394BNS/@@download/ENCFF394BNS.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (83 years)","Dorsolateral prefrontal cortex, male adult (83 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF163NDW_ENCFF730XOV_ENCFF156YTC_ENCFF280OBE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF163NDW_ENCFF730XOV_ENCFF156YTC_ENCFF280OBE.bigBed,ENCSR006MAW,ENCFF163NDW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR006MAW-ENCFF163NDW.tsv,https://www.encodeproject.org/files/ENCFF163NDW/@@download/ENCFF163NDW.bigWig,,,,,ENCSR875PYX,ENCFF730XOV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR875PYX-ENCFF730XOV.tsv,https://www.encodeproject.org/files/ENCFF730XOV/@@download/ENCFF730XOV.bigWig,ENCSR581KPP,ENCFF156YTC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR581KPP-ENCFF156YTC.tsv,https://www.encodeproject.org/files/ENCFF156YTC/@@download/ENCFF156YTC.bigWig,ENCSR374PKX,ENCFF280OBE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR374PKX-ENCFF280OBE.tsv,https://www.encodeproject.org/files/ENCFF280OBE/@@download/ENCFF280OBE.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (84 years)","Dorsolateral prefrontal cortex, male adult (84 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF477CEG_ENCFF580GFO_ENCFF646KVN_ENCFF496PUD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF477CEG_ENCFF580GFO_ENCFF646KVN_ENCFF496PUD.bigBed,ENCSR849WGE,ENCFF477CEG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR849WGE-ENCFF477CEG.tsv,https://www.encodeproject.org/files/ENCFF477CEG/@@download/ENCFF477CEG.bigWig,,,,,ENCSR570PYH,ENCFF580GFO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR570PYH-ENCFF580GFO.tsv,https://www.encodeproject.org/files/ENCFF580GFO/@@download/ENCFF580GFO.bigWig,ENCSR554HDT,ENCFF646KVN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR554HDT-ENCFF646KVN.tsv,https://www.encodeproject.org/files/ENCFF646KVN/@@download/ENCFF646KVN.bigWig,ENCSR452KYY,ENCFF496PUD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR452KYY-ENCFF496PUD.tsv,https://www.encodeproject.org/files/ENCFF496PUD/@@download/ENCFF496PUD.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (86 years)","Dorsolateral prefrontal cortex, male adult (86 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF769AFQ_ENCFF557GVR_ENCFF943HGP_ENCFF393UAO.bed,https://downloads.wenglab.org/Registry-V4/ENCFF769AFQ_ENCFF557GVR_ENCFF943HGP_ENCFF393UAO.bigBed,ENCSR811OUF,ENCFF769AFQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR811OUF-ENCFF769AFQ.tsv,https://www.encodeproject.org/files/ENCFF769AFQ/@@download/ENCFF769AFQ.bigWig,,,,,ENCSR965CIV,ENCFF557GVR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR965CIV-ENCFF557GVR.tsv,https://www.encodeproject.org/files/ENCFF557GVR/@@download/ENCFF557GVR.bigWig,ENCSR641QPH,ENCFF943HGP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR641QPH-ENCFF943HGP.tsv,https://www.encodeproject.org/files/ENCFF943HGP/@@download/ENCFF943HGP.bigWig,ENCSR979PTL,ENCFF393UAO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR979PTL-ENCFF393UAO.tsv,https://www.encodeproject.org/files/ENCFF393UAO/@@download/ENCFF393UAO.bigWig,,yes
"Dorsolateral prefrontal cortex, male adult (87 years)","Dorsolateral prefrontal cortex, male adult (87 years)","DNase,H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF636BNY_ENCFF732JQY_ENCFF658QWN_ENCFF961RFY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF636BNY_ENCFF732JQY_ENCFF658QWN_ENCFF961RFY.bigBed,ENCSR645HET,ENCFF636BNY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR645HET-ENCFF636BNY.tsv,https://www.encodeproject.org/files/ENCFF636BNY/@@download/ENCFF636BNY.bigWig,,,,,ENCSR141EDV,ENCFF732JQY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR141EDV-ENCFF732JQY.tsv,https://www.encodeproject.org/files/ENCFF732JQY/@@download/ENCFF732JQY.bigWig,ENCSR555HJT,ENCFF658QWN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR555HJT-ENCFF658QWN.tsv,https://www.encodeproject.org/files/ENCFF658QWN/@@download/ENCFF658QWN.bigWig,ENCSR724YTA,ENCFF961RFY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR724YTA-ENCFF961RFY.tsv,https://www.encodeproject.org/files/ENCFF961RFY/@@download/ENCFF961RFY.bigWig,,yes
Neural progenitor cell (in vitro differentiated cells),Neural progenitor cell (in vitro differentiated cells),"DNase,H3K4me3,H3K27ac,CTCF",Brain,In vitro differentiated cells,Embryonic,Core,https://downloads.wenglab.org/Registry-V4/ENCFF286QGB_ENCFF835JIA_ENCFF618RAO_ENCFF700SCP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF286QGB_ENCFF835JIA_ENCFF618RAO_ENCFF700SCP.bigBed,ENCSR963ALV,ENCFF286QGB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR963ALV-ENCFF286QGB.tsv,https://www.encodeproject.org/files/ENCFF286QGB/@@download/ENCFF286QGB.bigWig,,,,,ENCSR661MUS,ENCFF835JIA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR661MUS-ENCFF835JIA.tsv,https://www.encodeproject.org/files/ENCFF835JIA/@@download/ENCFF835JIA.bigWig,ENCSR449AXO,ENCFF618RAO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR449AXO-ENCFF618RAO.tsv,https://www.encodeproject.org/files/ENCFF618RAO/@@download/ENCFF618RAO.bigWig,ENCSR125NBL,ENCFF700SCP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR125NBL-ENCFF700SCP.tsv,https://www.encodeproject.org/files/ENCFF700SCP/@@download/ENCFF700SCP.bigWig,https://downloads.wenglab.org/ChIP_ENCSR661MUS-ENCSR449AXO-ENCSR274OIJ-ENCSR573CWZ-ENCSR139PIA-ENCSR256KTR.bigBed,yes
