Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"Right cerebral cortex, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF205RZJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF205RZJ.bigBed,ENCSR017TAB,ENCFF205RZJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR017TAB-ENCFF205RZJ.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF756JAT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF756JAT.bigBed,ENCSR415MMR,ENCFF756JAT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR415MMR-ENCFF756JAT.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF648RLL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF648RLL.bigBed,ENCSR293BBH,ENCFF648RLL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR293BBH-ENCFF648RLL.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF323AAK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF323AAK.bigBed,ENCSR952RWH,ENCFF323AAK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR952RWH-ENCFF323AAK.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, female adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF192MKM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF192MKM.bigBed,ENCSR571UMX,ENCFF192MKM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR571UMX-ENCFF192MKM.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF007ZZJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF007ZZJ.bigBed,ENCSR450ROJ,ENCFF007ZZJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR450ROJ-ENCFF007ZZJ.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, male postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF171LMU.bed,https://downloads.wenglab.org/Registry-V4/ENCFF171LMU.bigBed,ENCSR740POH,ENCFF171LMU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR740POH-ENCFF171LMU.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, male postnatal (25 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF369XRD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF369XRD.bigBed,ENCSR690IQA,ENCFF369XRD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR690IQA-ENCFF369XRD.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF254BIC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF254BIC.bigBed,ENCSR601CHF,ENCFF254BIC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR601CHF-ENCFF254BIC.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF514VRF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF514VRF.bigBed,ENCSR551ZTT,ENCFF514VRF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR551ZTT-ENCFF514VRF.tsv,,,,,,,,,,,,,,,,,,,no
"Right cerebral cortex, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ","Right cerebral cortex, male adult (18-20 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF314PDM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF314PDM.bigBed,ENCSR751LYJ,ENCFF314PDM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR751LYJ-ENCFF314PDM.tsv,,,,,,,,,,,,,,,,,,,no
"Brain, male embryo (14.5 days) strain C57BL/6J C57BL/6","Brain, male embryo (14.5 days) strain C57BL/6J C57BL/6","DNase,CTCF",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF652BMI_ENCFF498DMS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF652BMI_ENCFF498DMS.bigBed,ENCSR000COE,ENCFF652BMI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000COE-ENCFF652BMI.tsv,,,,,,,,,,,,,,ENCSR000CEH,ENCFF498DMS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CEH-ENCFF498DMS.tsv,,,no
"Brain, male adult (2 months) strain C57BL/6J C57BL/6","Brain, male adult (2 months) strain C57BL/6J C57BL/6",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF010KFV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF010KFV.bigBed,ENCSR000COF,ENCFF010KFV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000COF-ENCFF010KFV.tsv,,,,,,,,,,,,,,,,,,,no
"Brain, male embryo (18.5 days) strain C57BL/6J C57BL/6","Brain, male embryo (18.5 days) strain C57BL/6J C57BL/6",DNase,Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF981OGB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF981OGB.bigBed,ENCSR000COG,ENCFF981OGB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000COG-ENCFF981OGB.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, strain B6NCrl C57BL/6","Cerebellum, strain B6NCrl C57BL/6",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF166NWJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF166NWJ.bigBed,ENCSR983KOM,ENCFF166NWJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR983KOM-ENCFF166NWJ.tsv,,,,,,,,,,,,,,,,,,,no
"Cortex, strain B6NCrl C57BL/6","Cortex, strain B6NCrl C57BL/6",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF231WLA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF231WLA.bigBed,ENCSR263XCT,ENCFF231WLA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR263XCT-ENCFF231WLA.tsv,,,,,,,,,,,,,,,,,,,no
"Forebrain, mixed sex embryo (10.5 days) strain B6NCrl C57BL/6","Forebrain, mixed sex embryo (10.5 days) strain B6NCrl C57BL/6","DNase,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF506ZSC_ENCFF055QJW_ENCFF408WBW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF506ZSC_ENCFF055QJW_ENCFF408WBW.bigBed,ENCSR756SPS,ENCFF506ZSC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR756SPS-ENCFF506ZSC.tsv,,,,,,ENCSR368RJD,ENCFF055QJW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR368RJD-ENCFF055QJW.tsv,,ENCSR825ZJV,ENCFF408WBW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR825ZJV-ENCFF408WBW.tsv,,,,,,,yes
"Forebrain, mixed sex embryo (11.5 days) strain B6NCrl C57BL/6","Forebrain, mixed sex embryo (11.5 days) strain B6NCrl C57BL/6","DNase,ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF639LUT_ENCFF917VMY_ENCFF049VYP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF639LUT_ENCFF917VMY_ENCFF049VYP.bigBed,ENCSR014SFF,ENCFF639LUT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR014SFF-ENCFF639LUT.tsv,,ENCSR273UFV,ENCFF614CGI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR273UFV-ENCFF614CGI.tsv,,ENCSR739DVM,ENCFF917VMY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR739DVM-ENCFF917VMY.tsv,,ENCSR275KPI,ENCFF049VYP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR275KPI-ENCFF049VYP.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF330GHF.bigBed,yes
"Forebrain, mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6","Forebrain, mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6","DNase,ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF237YNH_ENCFF349REI_ENCFF279EVI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF237YNH_ENCFF349REI_ENCFF279EVI.bigBed,ENCSR337EDG,ENCFF237YNH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR337EDG-ENCFF237YNH.tsv,,ENCSR810HQR,ENCFF097JFT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR810HQR-ENCFF097JFT.tsv,,ENCSR172XOZ,ENCFF349REI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR172XOZ-ENCFF349REI.tsv,,ENCSR320EEW,ENCFF279EVI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR320EEW-ENCFF279EVI.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF684IVK.bigBed,yes
"Hindbrain, mixed sex embryo (10.5 days) strain B6NCrl C57BL/6","Hindbrain, mixed sex embryo (10.5 days) strain B6NCrl C57BL/6","DNase,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF790CVH_ENCFF891POZ_ENCFF869WEC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF790CVH_ENCFF891POZ_ENCFF869WEC.bigBed,ENCSR289BTM,ENCFF790CVH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR289BTM-ENCFF790CVH.tsv,,,,,,ENCSR731KRE,ENCFF891POZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR731KRE-ENCFF891POZ.tsv,,ENCSR594JGI,ENCFF869WEC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR594JGI-ENCFF869WEC.tsv,,,,,,,yes
"Hindbrain, mixed sex embryo (11.5 days) strain B6NCrl C57BL/6","Hindbrain, mixed sex embryo (11.5 days) strain B6NCrl C57BL/6","DNase,ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF587MWA_ENCFF540LDP_ENCFF923BGD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF587MWA_ENCFF540LDP_ENCFF923BGD.bigBed,ENCSR358ESL,ENCFF587MWA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR358ESL-ENCFF587MWA.tsv,,ENCSR012YAB,ENCFF455EOK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR012YAB-ENCFF455EOK.tsv,,ENCSR928CYU,ENCFF540LDP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR928CYU-ENCFF540LDP.tsv,,ENCSR129LAP,ENCFF923BGD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR129LAP-ENCFF923BGD.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF528RWW.bigBed,yes
"Hindbrain, mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6","Hindbrain, mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6","DNase,ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF274NPS_ENCFF475FUT_ENCFF081VBW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF274NPS_ENCFF475FUT_ENCFF081VBW.bigBed,ENCSR179PIH,ENCFF274NPS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR179PIH-ENCFF274NPS.tsv,,ENCSR798FDL,ENCFF539DCX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR798FDL-ENCFF539DCX.tsv,,ENCSR185JBL,ENCFF475FUT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR185JBL-ENCFF475FUT.tsv,,ENCSR054JHZ,ENCFF081VBW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR054JHZ-ENCFF081VBW.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF656XVG.bigBed,yes
"Midbrain, mixed sex embryo (10.5 days) strain B6NCrl C57BL/6","Midbrain, mixed sex embryo (10.5 days) strain B6NCrl C57BL/6","DNase,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF293YCS_ENCFF316FCC_ENCFF391PWA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF293YCS_ENCFF316FCC_ENCFF391PWA.bigBed,ENCSR773SAG,ENCFF293YCS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR773SAG-ENCFF293YCS.tsv,,,,,,ENCSR581EJK,ENCFF316FCC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR581EJK-ENCFF316FCC.tsv,,ENCSR989LUY,ENCFF391PWA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR989LUY-ENCFF391PWA.tsv,,,,,,,yes
"Midbrain, mixed sex embryo (11.5 days) strain B6NCrl C57BL/6","Midbrain, mixed sex embryo (11.5 days) strain B6NCrl C57BL/6","DNase,ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF414SMG_ENCFF872FCG_ENCFF251ZNB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF414SMG_ENCFF872FCG_ENCFF251ZNB.bigBed,ENCSR292QBA,ENCFF414SMG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR292QBA-ENCFF414SMG.tsv,,ENCSR382RUC,ENCFF721EEB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR382RUC-ENCFF721EEB.tsv,,ENCSR283RFW,ENCFF872FCG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR283RFW-ENCFF872FCG.tsv,,ENCSR088UKA,ENCFF251ZNB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR088UKA-ENCFF251ZNB.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF430NOL.bigBed,yes
"Midbrain, mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6","Midbrain, mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6","DNase,ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF539CBL_ENCFF829ZIT_ENCFF104QAC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF539CBL_ENCFF829ZIT_ENCFF104QAC.bigBed,ENCSR367FCW,ENCFF539CBL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR367FCW-ENCFF539CBL.tsv,,ENCSR384JBF,ENCFF667GBX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR384JBF-ENCFF667GBX.tsv,,ENCSR203KIB,ENCFF829ZIT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR203KIB-ENCFF829ZIT.tsv,,ENCSR254AHA,ENCFF104QAC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR254AHA-ENCFF104QAC.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF917TKD.bigBed,yes
"Telencephalon, male adult (2 months) strain C57BL/6J C57BL/6","Telencephalon, male adult (2 months) strain C57BL/6J C57BL/6",DNase,Brain,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF125SKT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF125SKT.bigBed,ENCSR000CMP,ENCFF125SKT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CMP-ENCFF125SKT.tsv,,,,,,,,,,,,,,,,,,,no
"Cerebellum, adult strain B6NCrl C57BL/6","Cerebellum, adult strain B6NCrl C57BL/6",ATAC,Brain,Tissue,Adult,Ancillary,,,,,,,ENCSR554JQP,ENCFF696IBU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR554JQP-ENCFF696IBU.tsv,,,,,,,,,,,,,,,no
"Cortical plate, male adult (2 months) strain B6NCrl C57BL/6","Cortical plate, male adult (2 months) strain B6NCrl C57BL/6","H3K4me3,H3K27ac,CTCF",Brain,Tissue,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF915MTC_ENCFF576FBS_ENCFF326QHR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF915MTC_ENCFF576FBS_ENCFF326QHR.bigBed,,,,,,,,,ENCSR000CAJ,ENCFF915MTC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CAJ-ENCFF915MTC.tsv,,ENCSR000CDD,ENCFF576FBS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CDD-ENCFF576FBS.tsv,,ENCSR000CBO,ENCFF326QHR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000CBO-ENCFF326QHR.tsv,,,no
"Forebrain, mixed sex embryo (12.5 days) strain B6NCrl C57BL/6","Forebrain, mixed sex embryo (12.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF576VRV_ENCFF116JEC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF576VRV_ENCFF116JEC.bigBed,,,,,ENCSR559FAJ,ENCFF369OWR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR559FAJ-ENCFF369OWR.tsv,,ENCSR527EUE,ENCFF576VRV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR527EUE-ENCFF576VRV.tsv,,ENCSR966AIB,ENCFF116JEC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR966AIB-ENCFF116JEC.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF739VQW.bigBed,yes
"Forebrain, mixed sex embryo (13.5 days) strain B6NCrl C57BL/6","Forebrain, mixed sex embryo (13.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF915VWM_ENCFF070YWI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF915VWM_ENCFF070YWI.bigBed,,,,,ENCSR903GMO,ENCFF059AWY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR903GMO-ENCFF059AWY.tsv,,ENCSR835BZO,ENCFF915VWM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR835BZO-ENCFF915VWM.tsv,,ENCSR311YPF,ENCFF070YWI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR311YPF-ENCFF070YWI.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF768SII.bigBed,yes
"Forebrain, mixed sex embryo (15.5 days) strain B6NCrl C57BL/6","Forebrain, mixed sex embryo (15.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF223AGO_ENCFF387RNF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF223AGO_ENCFF387RNF.bigBed,,,,,ENCSR976LWP,ENCFF233ZYJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR976LWP-ENCFF233ZYJ.tsv,,ENCSR022KDE,ENCFF223AGO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR022KDE-ENCFF223AGO.tsv,,ENCSR691NQH,ENCFF387RNF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR691NQH-ENCFF387RNF.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF296VJK.bigBed,yes
"Forebrain, mixed sex embryo (16.5 days) strain B6NCrl C57BL/6","Forebrain, mixed sex embryo (16.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF408ICW_ENCFF276TDM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF408ICW_ENCFF276TDM.bigBed,,,,,ENCSR836PUC,ENCFF178LJZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR836PUC-ENCFF178LJZ.tsv,,ENCSR129DIK,ENCFF408ICW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR129DIK-ENCFF408ICW.tsv,,ENCSR428OEK,ENCFF276TDM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR428OEK-ENCFF276TDM.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF508RSJ.bigBed,yes
"Frontal cortex, adult strain B6NCrl C57BL/6","Frontal cortex, adult strain B6NCrl C57BL/6",ATAC,Brain,Tissue,Adult,Ancillary,,,,,,,ENCSR889WQX,ENCFF739NAL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR889WQX-ENCFF739NAL.tsv,,,,,,,,,,,,,,,no
"Hindbrain, mixed sex embryo (12.5 days) strain B6NCrl C57BL/6","Hindbrain, mixed sex embryo (12.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF344PSC_ENCFF333XRC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF344PSC_ENCFF333XRC.bigBed,,,,,ENCSR088UYE,ENCFF953TPB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR088UYE-ENCFF953TPB.tsv,,ENCSR158ONM,ENCFF344PSC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR158ONM-ENCFF344PSC.tsv,,ENCSR784TLR,ENCFF333XRC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR784TLR-ENCFF333XRC.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF685VFV.bigBed,yes
"Hindbrain, mixed sex embryo (13.5 days) strain B6NCrl C57BL/6","Hindbrain, mixed sex embryo (13.5 days) strain B6NCrl C57BL/6","ATAC,H3K4me3,H3K27ac",Brain,Tissue,Embryonic,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF946QFJ_ENCFF677VEV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF946QFJ_ENCFF677VEV.bigBed,,,,,ENCSR176BYZ,ENCFF254PQN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR176BYZ-ENCFF254PQN.tsv,,ENCSR315ZEU,ENCFF946QFJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR315ZEU-ENCFF946QFJ.tsv,,ENCSR344HHI,ENCFF677VEV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR344HHI-ENCFF677VEV.tsv,,,,,,https://downloads.wenglab.org/Registry-V4/ENCFF531OOA.bigBed,yes
